a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,niveau_hierarchique_poste,heure_supplementaires,augmentation_salaire_precedente,satisfaction_globale,note_evaluation
1,2,2,15,2,Transformation Digitale,Occasionnel,2,35,0,5440,Divorcé(e),Commercial,Cadre Commercial,6,2,2,1,14,2.75,2.0
0,0,2,2,1,Entrepreunariat,Frequent,1,24,1,3760,Célibataire,Consulting,Assistant de Direction,1,6,1,1,13,2.75,3.0
0,0,0,8,3,Transformation Digitale,Occasionnel,0,27,1,3517,Marié(e),Consulting,Assistant de Direction,7,3,1,0,17,2.25,3.5
0,0,0,2,3,Transformation Digitale,Frequent,1,27,0,2580,Célibataire,Consulting,Assistant de Direction,2,4,1,0,13,3.25,3.0
1,0,3,7,3,Infra & Cloud,Occasionnel,0,40,0,2166,Célibataire,Consulting,Consultant,3,4,1,1,14,1.25,3.0
0,0,2,10,3,Transformation Digitale,Occasionnel,1,29,0,5869,Célibataire,Commercial,Cadre Commercial,9,5,2,0,11,3.0,2.5
0,2,6,5,4,Infra & Cloud,Occasionnel,0,36,1,8008,Marié(e),Consulting,Manager,4,3,3,0,12,2.25,3.0
0,2,6,2,1,Infra & Cloud,Frequent,0,25,0,5206,Divorcé(e),Consulting,Tech Lead,1,7,2,0,17,3.25,3.5
0,0,3,12,3,Transformation Digitale,Occasionnel,1,39,0,5295,Marié(e),Consulting,Tech Lead,4,5,2,0,21,3.0,3.5
0,2,2,22,4,Autre,Occasionnel,1,49,1,16413,Marié(e),Consulting,Directeur Technique,3,4,4,0,16,2.0,3.0
0,3,3,17,5,Infra & Cloud,Occasionnel,1,50,1,13269,Divorcé(e),Consulting,Directeur Technique,5,14,3,0,15,2.75,2.5
0,0,3,2,3,Transformation Digitale,Occasionnel,2,20,1,2783,Célibataire,Commercial,Représentant Commercial,1,2,1,0,19,2.5,3.0
0,1,2,3,3,Infra & Cloud,Occasionnel,7,34,1,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,2,0,12,3.0,3.0
0,0,4,7,3,Infra & Cloud,Occasionnel,1,36,0,2013,Célibataire,Consulting,Consultant,2,4,1,0,11,2.25,3.0
0,1,3,6,1,Infra & Cloud,Occasionnel,2,49,1,13966,Marié(e),Consulting,Manager,2,15,4,1,19,2.75,2.5
0,0,6,1,4,Transformation Digitale,Aucun,1,36,1,4374,Marié(e),Consulting,Tech Lead,0,3,2,0,15,3.25,2.5
0,1,3,3,2,Infra & Cloud,Occasionnel,0,36,0,6842,Divorcé(e),Consulting,Manager,6,5,2,0,20,2.25,4.0
0,1,6,22,5,Transformation Digitale,Occasionnel,4,54,1,17426,Marié(e),Consulting,Senior Manager,3,10,4,0,25,2.75,3.5
0,1,3,15,2,Infra & Cloud,Occasionnel,6,43,0,17603,Marié(e),Consulting,Directeur Technique,1,14,4,0,24,2.5,3.0
1,0,2,12,4,Autre,Frequent,6,35,0,4581,Célibataire,Commercial,Cadre Commercial,3,11,2,1,24,3.25,3.5
0,2,4,1,3,Infra & Cloud,Frequent,2,38,0,4735,Marié(e),Consulting,Assistant de Direction,7,13,2,0,15,4.0,3.0
0,1,3,5,3,Transformation Digitale,Occasionnel,0,29,0,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,2,1,13,1.75,2.5
0,2,5,2,4,Transformation Digitale,Occasionnel,0,33,0,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,2,0,14,3.5,3.0
0,2,4,2,3,Transformation Digitale,Occasionnel,1,32,0,5470,Divorcé(e),Consulting,Assistant de Direction,0,9,2,0,13,2.75,3.0
0,2,2,5,4,Infra & Cloud,Occasionnel,0,31,1,5476,Marié(e),Commercial,Cadre Commercial,1,10,2,0,11,2.25,3.0
0,1,2,16,3,Transformation Digitale,Occasionnel,2,49,1,2587,Divorcé(e),Consulting,Consultant,4,2,1,1,16,2.25,3.0
0,0,3,2,3,Transformation Digitale,Frequent,3,38,1,2440,Célibataire,Consulting,Consultant,1,4,1,0,22,2.75,3.0
0,3,2,2,4,Infra & Cloud,Occasionnel,1,47,1,15972,Divorcé(e),Commercial,Senior Manager,6,3,4,0,14,2.5,3.5
0,0,2,1,3,Infra & Cloud,Occasionnel,0,49,0,15379,Célibataire,Consulting,Senior Manager,4,8,4,0,14,2.5,3.0
0,0,2,23,2,Infra & Cloud,Occasionnel,0,41,0,7082,Célibataire,Commercial,Cadre Commercial,3,2,3,1,16,3.5,3.0
0,0,3,9,1,Infra & Cloud,Occasionnel,0,20,0,2728,Célibataire,Commercial,Représentant Commercial,1,2,1,0,11,2.25,3.0
0,1,2,16,3,Infra & Cloud,Aucun,1,33,1,5368,Divorcé(e),Commercial,Cadre Commercial,1,6,2,1,25,3.25,3.5
0,2,2,26,4,Infra & Cloud,Occasionnel,0,36,0,5347,Marié(e),Consulting,Manager,6,3,2,0,14,2.0,3.0
0,3,2,1,3,Infra & Cloud,Occasionnel,2,44,1,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,2,1,1,18,2.75,3.0
1,0,2,8,1,Transformation Digitale,Occasionnel,1,23,0,3989,Célibataire,Consulting,Consultant,1,5,1,1,11,2.75,2.5
0,1,5,4,2,Transformation Digitale,Occasionnel,0,38,1,3306,Marié(e),Consulting,Consultant,7,0,1,0,19,3.25,3.0
0,0,2,24,4,Transformation Digitale,Occasionnel,1,53,0,7005,Marié(e),Consulting,Manager,3,4,3,0,15,3.0,3.5
1,2,3,7,2,Transformation Digitale,Frequent,7,48,1,2655,Marié(e),Commercial,Représentant Commercial,2,9,1,1,11,3.25,3.0
1,0,2,2,4,Infra & Cloud,Occasionnel,0,32,0,1393,Célibataire,Consulting,Consultant,1,1,1,0,12,2.5,3.0
0,0,5,7,3,Transformation Digitale,Aucun,5,26,0,2570,Célibataire,Consulting,Consultant,1,7,1,0,20,3.5,3.5
0,1,1,22,3,Entrepreunariat,Occasionnel,1,55,0,3537,Divorcé(e),Consulting,Assistant de Direction,5,4,1,0,12,2.5,2.5
0,1,3,5,2,Transformation Digitale,Occasionnel,4,34,0,3986,Marié(e),Consulting,Consultant,1,15,2,0,14,3.25,2.5
0,1,2,1,4,Transformation Digitale,Occasionnel,0,60,0,10883,Divorcé(e),Consulting,Manager,3,1,3,0,20,3.5,2.5
0,3,6,21,3,Transformation Digitale,Occasionnel,2,33,0,2028,Marié(e),Consulting,Consultant,1,14,1,0,18,2.75,3.5
0,2,2,1,4,Transformation Digitale,Frequent,1,37,0,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,2,0,14,3.0,2.0
0,0,3,19,3,Infra & Cloud,Occasionnel,8,34,1,2929,Marié(e),Consulting,Assistant de Direction,1,10,1,0,12,2.75,2.5
1,1,2,7,3,Infra & Cloud,Occasionnel,0,23,0,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,1,1,21,3.0,3.5
0,1,2,2,3,Infra & Cloud,Occasionnel,6,44,1,7879,Marié(e),Consulting,Manager,1,8,3,1,19,3.0,3.5
0,0,2,2,4,Transformation Digitale,Frequent,1,35,0,4930,Célibataire,Consulting,Assistant de Direction,0,5,1,1,14,3.0,2.5
0,1,3,2,3,Transformation Digitale,Occasionnel,8,43,0,7847,Marié(e),Commercial,Cadre Commercial,1,10,2,1,17,3.0,3.0
0,1,1,9,3,Transformation Digitale,Occasionnel,0,24,0,4401,Marié(e),Consulting,Assistant de Direction,1,5,1,0,16,3.25,3.5
0,0,3,6,3,Marketing,Occasionnel,8,41,0,9241,Célibataire,Commercial,Cadre Commercial,1,10,3,0,12,3.0,3.0
0,1,2,9,4,Transformation Digitale,Occasionnel,1,29,1,2974,Marié(e),Consulting,Consultant,9,5,1,0,17,3.25,3.0
0,0,2,2,4,Infra & Cloud,Occasionnel,6,36,1,4502,Célibataire,Commercial,Représentant Commercial,3,13,2,0,15,3.0,3.0
0,1,3,1,1,Infra & Cloud,Aucun,14,45,0,10748,Marié(e),Consulting,Manager,3,23,3,0,23,3.0,3.0
1,1,2,22,1,Ressources Humaines,Occasionnel,0,24,0,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,11,3.25,2.0
1,0,3,9,3,Infra & Cloud,Frequent,14,47,0,12936,Marié(e),Commercial,Cadre Commercial,7,23,4,0,11,2.5,2.0
0,3,3,17,4,Transformation Digitale,Occasionnel,0,26,0,2305,Marié(e),Consulting,Consultant,1,3,1,0,15,3.5,2.0
0,0,2,28,2,Entrepreunariat,Occasionnel,8,45,1,16704,Célibataire,Consulting,Directeur Technique,1,21,4,0,11,3.0,2.5
0,1,3,10,3,Infra & Cloud,Frequent,1,32,0,3433,Marié(e),Consulting,Assistant de Direction,6,5,1,0,13,1.75,3.0
0,1,2,2,4,Infra & Cloud,Occasionnel,0,31,0,3477,Marié(e),Consulting,Consultant,1,5,1,0,14,3.25,3.0
0,1,4,4,3,Ressources Humaines,Aucun,1,41,0,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,3,2,0,19,2.5,2.0
0,1,3,8,2,Infra & Cloud,Occasionnel,0,40,1,6516,Marié(e),Consulting,Tech Lead,2,1,2,1,16,2.0,3.0
0,3,2,29,1,Transformation Digitale,Occasionnel,1,24,0,3907,Divorcé(e),Consulting,Consultant,1,6,1,0,13,2.25,3.0
0,0,3,13,4,Infra & Cloud,Occasionnel,0,46,0,5562,Célibataire,Consulting,Manager,6,10,2,0,14,3.0,3.0
0,1,3,27,4,Infra & Cloud,Occasionnel,0,35,0,6883,Marié(e),Consulting,Tech Lead,2,7,2,0,16,3.0,3.0
0,1,2,16,1,Infra & Cloud,Occasionnel,0,30,0,2862,Marié(e),Consulting,Assistant de Direction,1,10,1,0,12,2.5,3.0
0,1,3,2,4,Marketing,Aucun,0,47,0,4978,Marié(e),Commercial,Cadre Commercial,7,1,2,0,11,2.5,3.0
0,1,5,2,3,Infra & Cloud,Occasionnel,0,46,0,10368,Divorcé(e),Commercial,Cadre Commercial,4,10,3,1,12,2.75,3.0
1,3,3,13,5,Marketing,Occasionnel,2,36,0,6134,Divorcé(e),Commercial,Cadre Commercial,5,2,2,1,13,2.0,2.5
1,0,2,1,2,Infra & Cloud,Occasionnel,0,32,0,6735,Célibataire,Commercial,Cadre Commercial,6,0,2,0,15,2.0,2.0
0,0,3,4,1,Transformation Digitale,Occasionnel,1,23,1,3295,Célibataire,Consulting,Consultant,1,3,1,0,13,2.25,3.0
0,0,3,24,1,Entrepreunariat,Frequent,1,31,1,5238,Célibataire,Consulting,Tech Lead,2,5,2,0,20,3.5,3.5
0,1,2,1,3,Infra & Cloud,Aucun,5,39,0,6472,Marié(e),Consulting,Consultant,1,9,2,1,15,3.75,3.0
0,1,2,19,3,Infra & Cloud,Occasionnel,0,32,0,9610,Marié(e),Commercial,Cadre Commercial,3,4,3,0,13,2.75,2.0
0,0,3,7,4,Transformation Digitale,Occasionnel,12,40,0,19833,Célibataire,Commercial,Senior Manager,1,21,5,0,14,2.0,3.0
0,2,2,4,3,Infra & Cloud,Occasionnel,0,45,1,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,5,3,0,21,3.25,2.5
0,0,2,2,4,Entrepreunariat,Frequent,0,30,1,4968,Célibataire,Consulting,Assistant de Direction,0,9,1,0,16,3.0,2.5
0,1,2,10,3,Transformation Digitale,Frequent,2,24,0,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,2,1,0,14,3.0,3.0
1,1,0,8,3,Ressources Humaines,Frequent,1,30,1,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,4,1,0,11,3.0,2.5
0,1,3,5,3,Entrepreunariat,Occasionnel,0,31,0,8346,Marié(e),Commercial,Cadre Commercial,1,5,2,0,19,2.5,3.0
0,0,5,8,3,Transformation Digitale,Occasionnel,1,27,1,3445,Célibataire,Consulting,Assistant de Direction,1,6,1,0,11,3.0,3.0
1,0,3,9,3,Marketing,Occasionnel,2,29,1,2760,Célibataire,Commercial,Représentant Commercial,1,2,1,0,13,2.5,2.0
0,0,5,1,3,Infra & Cloud,Frequent,0,29,0,6294,Célibataire,Consulting,Manager,8,3,2,1,12,3.75,3.5
0,1,2,15,2,Marketing,Occasionnel,1,30,0,7140,Divorcé(e),Commercial,Cadre Commercial,2,7,3,0,11,2.0,2.5
0,3,3,2,4,Transformation Digitale,Occasionnel,1,34,0,2932,Marié(e),Consulting,Assistant de Direction,0,5,1,1,14,3.0,3.5
0,0,2,2,3,Marketing,Aucun,1,33,1,5147,Célibataire,Commercial,Cadre Commercial,8,11,2,0,15,3.0,3.0
0,0,1,11,4,Marketing,Occasionnel,0,49,1,4507,Célibataire,Commercial,Cadre Commercial,3,5,2,0,12,3.75,3.0
1,0,2,16,3,Infra & Cloud,Occasionnel,0,33,1,8564,Célibataire,Commercial,Cadre Commercial,2,0,3,1,20,1.75,3.5
0,1,4,2,2,Transformation Digitale,Frequent,0,38,1,2468,Marié(e),Consulting,Consultant,4,6,1,0,14,2.25,2.5
1,3,2,16,4,Marketing,Occasionnel,0,31,0,8161,Marié(e),Commercial,Cadre Commercial,2,1,3,0,13,2.0,3.0
0,1,2,4,3,Entrepreunariat,Occasionnel,0,29,1,2109,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,13,2.75,2.5
0,1,3,16,3,Infra & Cloud,Occasionnel,1,30,0,5294,Marié(e),Consulting,Manager,3,7,2,0,16,3.0,3.5
0,0,3,5,4,Entrepreunariat,Aucun,0,32,0,2718,Célibataire,Consulting,Assistant de Direction,2,7,1,0,14,2.25,3.0
0,1,2,18,3,Transformation Digitale,Occasionnel,1,38,0,5811,Marié(e),Consulting,Manager,3,1,2,1,16,3.0,2.0
1,1,4,17,3,Entrepreunariat,Frequent,0,43,0,2437,Marié(e),Consulting,Assistant de Direction,9,1,1,1,16,3.25,2.5
0,3,6,12,3,Transformation Digitale,Occasionnel,0,42,0,2766,Divorcé(e),Consulting,Consultant,8,5,1,0,22,2.0,3.5
0,3,2,2,3,Transformation Digitale,Occasionnel,0,55,0,19038,Marié(e),Consulting,Directeur Technique,8,1,5,0,12,2.25,2.5
0,2,2,4,3,Entrepreunariat,Aucun,1,33,0,3055,Divorcé(e),Consulting,Assistant de Direction,5,9,2,0,15,3.0,3.0
0,2,2,9,4,Infra & Cloud,Occasionnel,0,41,0,2289,Divorcé(e),Consulting,Consultant,1,5,1,0,20,2.25,3.5
0,1,3,10,3,Infra & Cloud,Aucun,0,34,0,4001,Divorcé(e),Commercial,Cadre Commercial,1,15,2,1,14,3.25,3.0
0,3,2,1,4,Transformation Digitale,Aucun,0,53,1,12965,Marié(e),Consulting,Tech Lead,4,3,4,1,20,2.5,3.0
0,0,5,2,3,Infra & Cloud,Occasionnel,1,43,0,3539,Célibataire,Ressources Humaines,Ressources Humaines,0,9,1,0,13,2.75,3.0
0,0,3,3,2,Infra & Cloud,Occasionnel,2,34,1,6029,Célibataire,Commercial,Cadre Commercial,5,2,2,0,12,3.0,2.0
1,0,3,7,1,Marketing,Occasionnel,1,21,0,2679,Célibataire,Commercial,Représentant Commercial,1,1,1,0,13,2.25,3.0
0,1,3,6,2,Autre,Occasionnel,0,38,1,3702,Marié(e),Consulting,Consultant,1,5,1,0,11,3.0,2.5
1,0,6,8,1,Transformation Digitale,Occasionnel,0,22,1,2398,Marié(e),Consulting,Consultant,1,1,1,1,17,2.5,3.0
0,2,3,29,4,Marketing,Occasionnel,5,31,1,5468,Marié(e),Commercial,Cadre Commercial,1,12,2,0,14,2.25,2.5
0,0,2,3,3,Entrepreunariat,Occasionnel,2,51,1,13116,Marié(e),Consulting,Senior Manager,2,2,3,0,11,2.75,3.0
0,2,2,9,2,Marketing,Occasionnel,0,37,0,4189,Marié(e),Commercial,Cadre Commercial,1,5,2,0,14,2.0,2.5
0,1,3,2,4,Transformation Digitale,Occasionnel,2,46,0,19328,Divorcé(e),Consulting,Directeur Technique,7,2,5,1,17,3.25,3.0
0,1,1,10,3,Infra & Cloud,Occasionnel,5,36,0,8321,Marié(e),Consulting,Manager,7,12,3,1,13,3.0,3.0
1,3,2,1,2,Transformation Digitale,Frequent,2,44,0,2342,Divorcé(e),Consulting,Assistant de Direction,1,5,1,1,12,2.5,3.0
0,0,4,8,2,Autre,Occasionnel,4,37,0,4071,Divorcé(e),Ressources Humaines,Ressources Humaines,2,10,2,0,13,2.5,3.0
1,0,2,27,3,Infra & Cloud,Occasionnel,7,35,0,5813,Célibataire,Commercial,Cadre Commercial,1,10,2,1,18,3.5,3.0
0,1,1,8,4,Infra & Cloud,Occasionnel,7,33,0,3143,Marié(e),Consulting,Assistant de Direction,6,10,1,0,19,2.5,3.5
0,1,6,1,3,Infra & Cloud,Occasionnel,0,28,0,2044,Marié(e),Consulting,Assistant de Direction,1,5,1,0,11,3.5,3.0
0,0,3,10,1,Transformation Digitale,Occasionnel,2,39,0,13464,Célibataire,Consulting,Directeur Technique,7,4,3,0,21,3.0,3.5
0,0,3,26,2,Infra & Cloud,Aucun,2,46,0,7991,Célibataire,Commercial,Cadre Commercial,8,2,2,0,15,2.5,2.5
0,1,5,2,2,Infra & Cloud,Occasionnel,0,40,1,3377,Marié(e),Consulting,Consultant,4,4,1,0,17,2.5,3.0
0,2,2,13,3,Transformation Digitale,Occasionnel,0,42,0,5538,Marié(e),Consulting,Manager,5,0,2,0,18,2.0,3.5
0,1,6,2,2,Transformation Digitale,Aucun,1,35,0,5762,Divorcé(e),Consulting,Tech Lead,2,7,2,0,14,3.0,3.0
0,3,3,2,3,Ressources Humaines,Aucun,3,38,0,2592,Divorcé(e),Ressources Humaines,Ressources Humaines,5,11,1,0,13,2.5,3.0
1,1,3,9,4,Infra & Cloud,Frequent,0,34,0,5346,Marié(e),Consulting,Consultant,4,7,2,0,17,2.5,3.0
1,0,4,10,4,Transformation Digitale,Occasionnel,0,37,0,4213,Célibataire,Consulting,Tech Lead,1,10,2,0,15,2.0,3.0
0,1,6,20,3,Infra & Cloud,Frequent,2,39,0,4127,Divorcé(e),Commercial,Cadre Commercial,2,2,2,0,18,3.5,3.0
0,0,2,9,3,Infra & Cloud,Aucun,1,43,0,2438,Célibataire,Consulting,Assistant de Direction,4,3,1,0,13,2.25,3.0
0,0,3,5,3,Infra & Cloud,Occasionnel,1,41,0,6870,Célibataire,Consulting,Manager,3,3,2,0,12,1.5,3.5
0,1,3,4,1,Marketing,Occasionnel,13,41,1,10447,Divorcé(e),Commercial,Cadre Commercial,0,22,3,1,13,3.5,3.0
0,0,3,10,3,Transformation Digitale,Occasionnel,0,30,1,9667,Célibataire,Consulting,Tech Lead,9,7,3,0,14,2.25,3.0
1,0,3,20,2,Transformation Digitale,Occasionnel,1,26,1,2148,Marié(e),Ressources Humaines,Ressources Humaines,0,5,1,1,11,3.0,3.0
1,1,2,21,2,Transformation Digitale,Occasionnel,3,46,1,8926,Marié(e),Consulting,Manager,4,9,2,0,22,3.5,3.5
0,1,3,1,3,Infra & Cloud,Occasionnel,0,40,1,6513,Divorcé(e),Consulting,Manager,4,5,2,0,17,3.5,3.0
0,2,5,8,2,Entrepreunariat,Occasionnel,4,34,0,6799,Marié(e),Commercial,Cadre Commercial,1,10,2,0,21,2.75,4.0
0,1,0,2,3,Transformation Digitale,Aucun,14,58,0,16291,Divorcé(e),Commercial,Senior Manager,4,16,4,0,22,2.5,3.5
0,1,2,23,4,Transformation Digitale,Occasionnel,0,35,0,2705,Marié(e),Consulting,Consultant,0,5,1,0,16,2.75,2.0
0,1,4,4,3,Infra & Cloud,Occasionnel,14,47,1,10333,Divorcé(e),Consulting,Tech Lead,8,22,3,1,12,2.75,2.5
0,1,3,12,3,Infra & Cloud,Occasionnel,7,40,1,4448,Divorcé(e),Consulting,Manager,2,7,2,0,12,2.0,3.0
0,1,2,7,4,Transformation Digitale,Occasionnel,1,54,1,6854,Marié(e),Consulting,Assistant de Direction,4,7,2,0,15,3.0,3.0
0,2,3,7,4,Marketing,Frequent,2,31,1,9637,Marié(e),Commercial,Cadre Commercial,2,3,3,0,14,2.25,3.0
0,1,3,1,3,Transformation Digitale,Occasionnel,1,28,1,3591,Marié(e),Consulting,Assistant de Direction,1,3,1,0,25,2.5,3.5
0,2,4,2,4,Marketing,Occasionnel,0,38,1,5405,Marié(e),Commercial,Représentant Commercial,2,4,2,1,20,2.25,2.5
0,0,4,10,3,Transformation Digitale,Occasionnel,1,26,0,4684,Célibataire,Commercial,Cadre Commercial,1,5,2,0,13,2.75,3.0
0,0,3,15,4,Infra & Cloud,Frequent,2,58,0,15787,Marié(e),Consulting,Directeur Technique,2,2,4,1,14,2.25,3.0
0,0,4,14,3,Transformation Digitale,Aucun,0,18,1,1514,Célibataire,Consulting,Assistant de Direction,1,0,1,0,16,2.25,3.0
1,0,4,18,5,Ressources Humaines,Occasionnel,0,31,0,2956,Marié(e),Ressources Humaines,Ressources Humaines,0,1,1,0,17,2.75,3.5
1,3,3,13,3,Ressources Humaines,Occasionnel,2,29,0,2335,Divorcé(e),Ressources Humaines,Ressources Humaines,4,2,1,1,15,2.25,2.5
0,2,3,2,4,Infra & Cloud,Aucun,5,45,1,5154,Marié(e),Commercial,Cadre Commercial,4,8,2,0,22,3.0,3.5
0,1,2,2,4,Autre,Occasionnel,0,36,1,6962,Marié(e),Consulting,Assistant de Direction,4,1,2,1,22,3.25,3.5
0,1,5,2,4,Infra & Cloud,Frequent,7,43,0,5675,Marié(e),Commercial,Cadre Commercial,1,7,2,0,20,2.75,3.5
0,0,3,5,2,Infra & Cloud,Frequent,0,27,1,2379,Célibataire,Consulting,Consultant,0,5,1,1,14,3.25,3.0
0,0,3,20,1,Transformation Digitale,Frequent,3,29,0,3812,Marié(e),Consulting,Consultant,1,11,1,0,13,3.5,3.0
0,0,2,10,4,Marketing,Frequent,0,32,0,4648,Célibataire,Commercial,Cadre Commercial,8,0,2,0,13,3.75,3.0
0,2,1,10,4,Entrepreunariat,Aucun,3,42,0,2936,Marié(e),Consulting,Assistant de Direction,3,6,1,0,22,2.5,3.5
0,0,2,9,4,Infra & Cloud,Occasionnel,2,47,1,2105,Célibataire,Consulting,Consultant,4,2,1,0,12,2.75,3.0
0,1,4,2,2,Infra & Cloud,Occasionnel,4,46,0,8578,Divorcé(e),Consulting,Tech Lead,3,9,3,0,14,3.25,3.0
0,1,2,1,2,Infra & Cloud,Aucun,2,28,0,2706,Divorcé(e),Ressources Humaines,Ressources Humaines,1,3,1,0,15,3.0,3.0
0,2,3,29,1,Infra & Cloud,Occasionnel,1,29,0,6384,Divorcé(e),Consulting,Manager,8,7,2,0,17,3.5,2.0
0,0,3,8,3,Infra & Cloud,Occasionnel,0,42,0,3968,Célibataire,Consulting,Consultant,4,0,1,0,13,3.5,3.0
1,0,3,2,4,Marketing,Occasionnel,2,32,0,9907,Célibataire,Commercial,Cadre Commercial,7,2,2,1,12,2.5,2.5
0,1,5,3,3,Entrepreunariat,Occasionnel,2,46,1,13225,Divorcé(e),Commercial,Cadre Commercial,2,19,4,0,12,2.25,3.5
0,1,5,23,1,Transformation Digitale,Occasionnel,5,27,1,3540,Marié(e),Commercial,Représentant Commercial,1,9,2,0,21,3.0,3.0
0,0,3,6,1,Transformation Digitale,Occasionnel,0,29,0,2804,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,11,3.25,2.5
0,0,2,6,3,Transformation Digitale,Occasionnel,6,43,1,19392,Marié(e),Consulting,Senior Manager,7,16,5,0,13,2.75,2.5
0,0,3,10,3,Infra & Cloud,Occasionnel,12,48,0,19665,Marié(e),Consulting,Directeur Technique,4,22,5,0,12,3.25,2.5
1,0,3,24,2,Infra & Cloud,Frequent,1,29,0,2439,Célibataire,Consulting,Assistant de Direction,1,1,1,1,24,3.0,3.0
1,3,2,10,3,Infra & Cloud,Occasionnel,0,46,1,7314,Marié(e),Commercial,Cadre Commercial,5,8,3,0,21,2.75,3.5
0,1,2,15,3,Infra & Cloud,Frequent,7,27,1,4774,Marié(e),Consulting,Assistant de Direction,0,7,1,0,19,2.75,2.5
0,3,2,19,4,Autre,Occasionnel,2,39,0,3902,Divorcé(e),Consulting,Assistant de Direction,8,2,2,0,14,3.25,3.0
0,1,2,2,4,Entrepreunariat,Occasionnel,0,55,0,2662,Marié(e),Consulting,Assistant de Direction,8,5,1,0,20,3.0,3.0
0,1,3,3,3,Transformation Digitale,Occasionnel,0,28,1,2856,Marié(e),Commercial,Représentant Commercial,1,1,1,0,19,2.75,3.0
1,0,3,9,3,Transformation Digitale,Occasionnel,0,30,0,1081,Célibataire,Commercial,Représentant Commercial,1,1,1,0,13,2.75,3.0
1,0,2,7,1,Infra & Cloud,Occasionnel,0,22,0,2472,Célibataire,Consulting,Assistant de Direction,1,1,1,1,23,2.5,3.5
0,1,4,10,4,Entrepreunariat,Occasionnel,1,36,1,5673,Marié(e),Commercial,Cadre Commercial,1,10,2,1,13,2.25,2.5
0,1,2,20,3,Infra & Cloud,Occasionnel,0,31,0,4197,Divorcé(e),Consulting,Consultant,1,10,2,0,11,2.25,3.0
0,3,3,4,3,Infra & Cloud,Occasionnel,1,34,0,9713,Marié(e),Commercial,Cadre Commercial,2,5,3,1,13,3.5,3.0
0,0,2,7,3,Infra & Cloud,Occasionnel,1,29,0,2062,Célibataire,Consulting,Consultant,3,3,1,0,14,2.5,3.0
0,1,2,7,4,Transformation Digitale,Occasionnel,0,37,0,4284,Marié(e),Consulting,Assistant de Direction,5,5,2,1,22,2.75,3.5
0,0,2,16,2,Autre,Occasionnel,0,35,1,4788,Marié(e),Consulting,Tech Lead,0,3,2,1,11,3.25,2.5
0,2,2,25,2,Infra & Cloud,Occasionnel,3,45,1,5906,Marié(e),Consulting,Tech Lead,0,9,2,0,13,3.0,2.5
0,0,2,2,1,Ressources Humaines,Frequent,0,36,0,3886,Célibataire,Ressources Humaines,Ressources Humaines,1,10,2,0,21,3.0,3.0
0,1,3,1,4,Infra & Cloud,Occasionnel,11,40,0,16823,Divorcé(e),Consulting,Senior Manager,2,19,4,0,11,1.5,3.0
0,1,3,1,2,Infra & Cloud,Occasionnel,1,26,1,2933,Marié(e),Consulting,Assistant de Direction,1,1,1,1,13,2.5,2.5
0,0,5,2,2,Transformation Digitale,Occasionnel,0,27,1,6500,Célibataire,Commercial,Cadre Commercial,0,8,2,0,14,2.0,3.5
0,1,3,22,3,Transformation Digitale,Frequent,4,48,1,17174,Divorcé(e),Consulting,Senior Manager,3,22,4,0,11,3.25,3.0
0,1,5,1,4,Infra & Cloud,Occasionnel,2,44,0,5033,Marié(e),Consulting,Manager,2,2,2,0,15,2.5,3.5
1,1,2,16,4,Entrepreunariat,Aucun,3,34,0,2307,Marié(e),Consulting,Assistant de Direction,1,5,1,1,23,2.5,2.5
1,0,3,24,2,Infra & Cloud,Occasionnel,1,56,0,2587,Célibataire,Consulting,Consultant,1,4,1,0,16,3.0,3.0
0,2,1,17,2,Marketing,Occasionnel,1,36,0,5507,Marié(e),Commercial,Cadre Commercial,2,4,2,0,16,2.25,2.5
0,1,3,8,3,Marketing,Occasionnel,1,41,1,4393,Marié(e),Commercial,Cadre Commercial,5,5,2,0,21,2.75,3.5
0,1,3,6,3,Transformation Digitale,Occasionnel,5,42,0,13348,Marié(e),Consulting,Directeur Technique,9,13,3,0,13,2.5,3.0
0,1,2,10,2,Transformation Digitale,Occasionnel,1,31,1,6583,Divorcé(e),Commercial,Cadre Commercial,2,5,2,1,11,3.5,3.0
0,0,3,3,1,Transformation Digitale,Occasionnel,0,34,1,8103,Marié(e),Commercial,Cadre Commercial,3,4,2,1,12,3.25,2.5
